customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_disc_corr,TotalCharges_disc_corr
4598-ZADCK,0,0,0,0,0,2,1,1,1,1,1,1,0,1,1,3,0,2,2
1257-SXUXQ,1,0,1,1,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
9681-KYGYB,1,1,1,0,1,1,2,1,1,1,0,0,0,0,1,3,0,2,3
7182-OVLBJ,0,0,1,1,1,1,2,1,0,0,0,1,1,2,1,0,0,3,3
5095-ETBRJ,0,0,1,0,1,0,1,1,1,0,1,0,0,2,0,2,0,2,2
7005-CYUIL,0,1,1,0,1,0,2,1,1,1,1,1,0,2,1,3,0,3,3
4821-WQOYN,0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,0,3,1
4730-AWNAU,1,0,1,1,0,2,1,1,0,1,1,1,1,1,0,1,0,2,2
3452-FLHYD,1,0,1,0,1,0,0,2,2,2,2,2,2,1,1,0,0,1,1
2388-LAESQ,0,1,1,0,1,1,2,1,1,1,1,1,1,2,1,0,0,3,3
9531-NSBMR,0,0,0,0,1,0,0,2,2,2,2,2,2,1,1,0,0,2,1
6260-ONULR,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,0,0,0
4389-UEFCZ,0,0,1,0,1,1,2,1,0,1,0,1,1,2,1,3,0,3,3
8711-LOBKY,1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,2,0,3,1
9134-CEQMF,1,1,1,0,1,0,2,0,0,0,0,1,1,0,1,3,1,0,1
8985-OOPOS,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0
8800-ZKRFW,0,0,1,1,1,1,2,0,1,1,1,1,1,0,1,3,0,2,2
2616-FLVQC,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,2,0,3,1
9968-FFVVH,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,3,3
3108-PCCGG,1,1,1,0,1,1,1,1,1,1,0,1,1,2,0,1,0,3,3
7993-PYKOF,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,3,1,0,1
8390-FESFV,0,0,0,0,1,1,1,0,1,1,1,1,1,2,0,0,0,3,3
3022-BEXHZ,1,0,1,1,1,1,2,0,1,1,1,1,1,2,1,0,0,3,3
5027-XWQHA,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0
6248-TKCQV,0,0,1,1,1,1,1,1,0,0,1,1,1,2,1,0,0,3,3
6729-GDNGC,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,2
6198-ZFIOJ,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,0,1
5989-OMNJE,0,0,1,1,0,2,1,1,1,1,0,1,1,1,0,3,0,1,1
4566-QVRRW,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,1,1,1
1291-CUOCY,1,0,1,0,1,1,2,0,1,1,1,1,1,2,1,1,0,3,3
9795-SHUHB,0,0,1,1,1,0,1,1,1,0,1,0,0,2,1,1,0,3,3
3230-IUALN,0,0,1,1,1,0,1,1,0,1,1,1,1,2,1,2,0,2,2
0042-RLHYP,0,0,1,1,1,0,0,2,2,2,2,2,2,2,0,0,0,3,1
8519-IMDHU,1,1,1,0,1,1,2,0,0,0,0,0,1,0,1,0,1,1,1
4945-RVMTE,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,2
0201-OAMXR,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,1,1,3,3
1866-NXPSP,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,2,0,2,2
3372-KWFBM,1,1,0,0,1,1,2,0,0,0,0,1,0,0,1,3,1,1,1
7831-QGOXH,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,3,1,1,2
6393-WRYZE,0,0,1,0,1,1,2,0,0,0,0,1,1,0,1,3,1,2,2
3941-XTSKM,1,0,1,1,0,2,1,0,1,1,0,0,1,1,1,1,0,2,2
1661-CZBAU,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,2,2
6599-RCLCJ,1,0,1,0,1,1,2,0,1,1,1,1,1,0,1,3,1,2,3
9831-BPFRI,0,0,1,1,1,1,2,0,1,1,1,0,0,1,1,3,1,2,2
5158-RIVOP,0,0,1,1,1,0,0,2,2,2,2,2,2,2,0,1,0,1,0
9788-YTFGE,1,0,0,0,1,0,0,2,2,2,2,2,2,0,1,2,0,0,0
9277-JOOMO,0,0,0,0,1,1,0,2,2,2,2,2,2,0,0,2,0,0,0
1907-YLNYW,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,3,0,0,1
1725-MIMXW,1,0,0,1,1,0,0,2,2,2,2,2,2,0,1,2,1,0,0
8947-YRTDV,1,0,1,1,1,0,2,1,1,1,0,0,1,1,0,2,0,2,2
3161-ONRWK,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,3,3
0114-RSRRW,0,0,1,0,1,0,0,2,2,2,2,2,2,0,1,0,0,1,0
4565-NLZBV,0,0,1,0,1,1,0,2,2,2,2,2,2,2,1,0,0,3,2
0031-PVLZI,0,0,1,1,1,0,0,2,2,2,2,2,2,0,0,2,1,0,0
7206-GZCDC,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,3,1,0,0
6682-VCIXC,0,0,1,1,0,2,1,1,1,0,1,1,0,1,1,0,0,2,2
4791-QRGMF,1,0,1,0,1,1,2,0,0,1,0,1,1,1,1,0,1,3,3
6475-VHUIZ,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,3,0,1,1
3910-MRQOY,0,0,1,0,1,0,0,2,2,2,2,2,2,2,0,0,0,3,2
0661-WCQNQ,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1
7537-RBWEA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0
4656-CAURT,1,0,0,0,1,1,0,2,2,2,2,2,2,2,0,0,0,3,2
0121-SNYRK,1,0,0,0,0,2,1,1,0,0,1,0,0,1,1,2,0,2,2
1768-ZAIFU,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,3,1,0,0
4671-LXRDQ,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0
3733-LSYCE,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1
6265-FRMTQ,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,2,1
1934-SJVJK,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,1,0,0
3838-OZURD,1,0,1,0,1,1,2,0,1,1,0,1,1,0,1,1,1,3,3
1371-DWPAZ,0,0,1,1,0,2,1,1,1,1,1,1,0,2,0,1,0,0,2
9269-CQOOL,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
2017-CCBLH,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,2,0,0,0
7690-KPNCU,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,3,3
0536-BGFMZ,0,0,1,0,1,0,0,2,2,2,2,2,2,0,0,2,0,1,1
2293-IJWPS,0,0,1,0,1,1,2,0,0,1,0,1,1,1,1,1,0,3,3
2845-HSJCY,0,0,1,1,1,1,2,0,0,1,0,0,1,0,1,3,1,1,1
5469-NUJUR,1,0,0,0,1,0,0,2,2,2,2,2,2,2,1,2,0,1,0
1184-PJVDB,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,3,1,1,1
2625-TRCZQ,0,0,1,0,0,2,1,0,1,0,0,1,1,0,1,3,0,2,2
4102-HLENU,0,0,1,0,1,1,1,1,1,1,0,0,0,2,0,2,0,3,3
7266-GSSJX,1,0,1,1,1,0,0,2,2,2,2,2,2,0,1,3,0,1,0
7722-VJRQD,1,0,1,1,0,2,1,1,0,1,1,1,1,2,0,0,0,3,3
7073-QETQY,1,0,1,1,1,0,0,2,2,2,2,2,2,1,1,3,0,3,1
9415-DPEWS,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,3,1,1,2
5624-RYAMH,0,0,0,0,1,0,0,2,2,2,2,2,2,0,1,3,0,0,0
0196-JTUQI,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1
7130-YXBRO,1,0,1,0,1,1,2,1,1,1,0,1,1,0,1,0,0,2,3
9272-LSVYH,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1
7943-RQCHR,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,3,1,0,1
3793-MMFUH,0,1,0,0,1,1,2,0,0,0,0,1,1,0,1,3,1,1,1
3249-ZPQRG,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,3,1,0,0
2568-BRGYX,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,1,0,0
3084-DOWLE,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,3,3
1084-MNSMJ,0,0,1,1,1,0,1,1,1,1,1,1,1,2,0,1,0,2,3
7721-JXEAW,1,0,1,0,0,2,1,0,1,0,0,0,1,0,1,0,1,3,2
7249-WBIYX,1,0,1,0,1,1,2,0,0,0,0,1,0,0,1,3,1,1,1
4238-HFHSN,1,1,1,0,1,1,2,0,1,0,0,0,0,0,1,3,0,3,3
6250-CGGUN,1,0,0,0,1,0,2,1,0,1,1,0,0,1,0,3,0,2,3
5478-JJVZK,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,0,2,2
7596-IIWYC,0,0,0,0,1,0,0,2,2,2,2,2,2,2,1,0,0,1,1
6567-HOOPW,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,3,1,0,0
9793-WECQC,1,0,0,0,1,0,2,0,1,0,0,1,1,0,0,2,0,1,2
4291-HPAXL,1,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
8999-YPYBV,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,2,0,2,3
1839-FBNFR,0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,0,2,1
3164-AALRN,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,2,1,0,0
3071-MVJCD,1,0,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,3,3
1697-BCSHV,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,3,3
0562-KBDVM,0,0,0,0,0,2,1,1,1,1,1,0,0,2,1,0,0,3,2
1131-SUEKT,1,0,1,1,1,0,2,0,1,0,1,1,1,1,1,0,0,3,3
3717-OEAUQ,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0
4538-WNTMJ,0,0,1,1,1,1,0,2,2,2,2,2,2,1,0,2,0,2,1
3334-CTHOL,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
4704-ERYFC,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,3,1,1,2
9432-RUVSL,0,0,0,0,1,0,2,1,0,1,1,1,1,2,1,1,0,2,3
8060-HIWJJ,1,0,0,0,1,1,1,0,1,1,1,1,1,2,0,1,0,3,3
7684-XSZIY,1,0,1,1,1,1,0,2,2,2,2,2,2,2,0,0,0,3,2
9089-UOWJG,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1
8621-MNIHH,0,1,1,0,1,1,2,0,1,1,0,0,1,0,1,3,1,2,2
8039-ACLPL,0,0,1,1,1,0,1,1,1,1,0,0,1,2,0,1,0,3,3
9885-AIBVB,1,0,1,0,1,1,2,0,1,1,0,0,0,0,1,3,0,1,2
1934-MKPXS,1,0,1,1,1,0,0,2,2,2,2,2,2,1,0,1,0,2,1
2592-YKDIF,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
2272-JKMSI,0,0,1,1,1,1,2,0,1,1,1,1,1,1,1,3,0,3,3
0471-LVHGK,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,3,1,2,2
9518-RWHZL,0,0,0,0,1,1,2,0,0,1,0,1,1,1,1,1,1,3,3
8714-CTZJW,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,1,0,0,0
3569-EDBPQ,0,0,0,0,1,1,2,1,0,0,1,0,0,0,1,3,0,1,2
3131-NWVFJ,0,0,1,1,1,0,0,2,2,2,2,2,2,1,0,2,0,1,0
7521-YXVZY,1,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
5419-CONWX,0,1,0,0,1,0,2,0,1,1,0,1,1,0,1,1,1,0,1
6240-EURKS,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,3,1,1,1
2373-NTKOD,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,3,0,0,1
1970-KKFWL,0,0,0,0,1,1,0,2,2,2,2,2,2,2,0,0,0,2,1
6960-HVYXR,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,1,0,0
9337-SRRNI,1,0,0,1,1,1,0,2,2,2,2,2,2,2,1,1,0,3,2
0895-UADGO,1,0,0,1,0,2,1,1,0,0,1,0,1,2,1,2,0,0,0
5678-VFNEQ,0,0,1,0,1,1,2,1,0,1,0,1,1,1,1,1,0,3,3
5977-CKHON,0,0,1,1,1,1,2,0,0,1,0,0,1,0,1,0,0,2,3
7024-OHCCK,0,1,0,0,1,1,2,0,0,0,0,1,1,0,1,3,1,0,0
2692-BUCFV,1,1,0,0,1,0,2,0,1,1,0,1,1,0,1,0,0,1,2
7861-UVUFT,0,0,1,0,1,0,2,0,0,1,0,1,0,0,1,3,1,1,1
1830-GGFNM,1,0,1,1,1,1,2,1,1,1,1,0,0,2,0,1,0,3,3
5302-BDJNT,1,0,0,0,1,1,2,0,0,1,1,1,0,0,0,3,0,2,2
5223-UZAVK,1,0,0,0,1,0,2,1,1,0,0,1,1,1,1,1,0,3,3
4859-ZSRDZ,0,0,1,1,0,2,1,0,0,1,1,1,1,2,1,1,0,3,2
5651-WYIPH,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1
9350-VLHMB,1,0,1,1,1,1,2,0,1,0,0,0,1,0,1,0,0,3,3
3498-LZGQZ,1,0,1,1,1,0,0,2,2,2,2,2,2,2,1,2,0,3,1
8785-CJSHH,0,0,1,0,1,1,2,0,1,0,0,1,1,0,1,3,0,3,3
5357-TZHPP,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,1,1,0,1
3870-SPZSI,0,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,0,3,3
0680-DFNNY,1,0,1,0,1,1,2,0,0,1,0,1,1,0,1,3,1,1,2
7560-QRBXH,0,0,0,1,1,0,0,2,2,2,2,2,2,1,0,2,0,2,1
7077-XJMET,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,3,0,1,1
8752-GHJFU,1,1,1,0,1,1,2,1,1,1,1,0,0,1,1,3,0,3,3
6896-SRVYQ,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,3,0,2,2
7767-UXAGJ,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,1,0,0
4652-ODEVH,1,0,1,1,1,1,0,2,2,2,2,2,2,2,0,2,0,2,1
6510-UPNKS,0,0,0,0,1,1,0,2,2,2,2,2,2,1,0,1,0,1,1
6718-BDGHG,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,2,2
9046-DQMTP,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,0,0,2,1
6439-LAJXL,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,2,0,0,1
1571-SAVHK,1,0,0,0,1,1,2,0,0,0,1,1,1,0,1,2,1,1,1
9052-VKDUW,0,1,1,0,1,1,2,1,1,1,0,1,1,0,1,1,0,3,3
9546-CQJSU,0,0,0,0,1,1,2,0,0,1,0,1,0,0,1,3,1,0,0
1666-JZPZT,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,1
5777-KJIRB,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,2,0,2,2
0506-LVNGN,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,0
7677-SJJJK,1,0,1,1,1,0,0,2,2,2,2,2,2,1,0,1,0,0,0
2480-EJWYP,0,1,1,0,1,1,2,0,1,0,0,1,1,1,1,0,0,3,3
3253-HKOKL,0,0,1,1,1,0,2,1,0,1,0,1,1,1,0,3,0,2,3
7055-HNEOJ,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,2,0,0,0
5514-YQENT,1,0,0,1,1,0,2,1,1,1,1,1,1,2,1,3,0,2,3
3211-AAPKX,1,0,0,0,1,1,2,0,0,0,1,1,1,0,1,2,0,1,2
8445-DNBAE,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0
2951-QOQTK,1,0,0,1,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0
2958-NHPPS,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,3,0,1,1
6806-YDEUL,0,1,0,0,1,0,0,2,2,2,2,2,2,0,0,0,0,0,0
1735-XMJVH,1,0,1,1,1,0,0,2,2,2,2,2,2,0,1,2,0,0,0
6890-PFRQX,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,2,0,1,1
0222-CNVPT,1,1,0,0,0,2,1,1,0,0,0,1,1,0,1,1,0,2,2
5899-OUVKV,1,0,0,0,1,0,2,0,1,0,0,1,1,0,1,3,0,2,2
8681-ICONS,1,0,1,1,1,0,0,2,2,2,2,2,2,0,1,2,0,1,1
1621-YNCJH,0,0,1,0,1,1,2,1,1,1,1,0,1,2,1,1,0,2,3
3473-XIIIT,0,0,1,0,1,1,2,0,1,0,0,1,1,0,1,3,1,1,2
6362-QHAFM,1,0,1,0,1,1,2,0,0,1,1,1,1,1,1,3,0,2,3
7893-IXHRQ,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,3,1,0,0
3070-BDOQC,0,0,0,0,1,0,2,0,1,1,0,1,1,2,1,3,0,3,3
2952-QAYZF,1,0,0,0,1,1,2,0,1,1,0,0,0,0,1,3,1,0,1
6234-PFPXL,1,0,1,0,1,1,2,1,0,0,1,1,0,0,0,1,0,1,2
9824-QCJPK,1,0,1,0,1,0,0,2,2,2,2,2,2,1,0,2,0,2,1
4763-PGDPO,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0
4283-IVYCI,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,2,0,0,1
1866-OBPNR,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0
8205-MQUGY,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,3,0,1,1
8970-ANWXO,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,2,0,1,2
9480-BQJEI,1,0,0,0,1,1,2,1,1,0,0,0,1,1,1,0,0,3,3
5394-SVGJV,1,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,1,2,2
6979-TNDEU,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
9777-WJJPR,1,0,1,0,1,1,2,0,0,1,0,1,0,0,0,1,0,2,2
9283-LZQOH,1,0,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1
7079-QRCBC,0,0,0,0,1,1,2,0,0,1,0,1,1,0,1,3,1,1,2
9495-SKLKD,1,0,1,1,1,1,2,0,1,1,0,0,1,0,1,0,0,2,3
6048-UWKAL,0,1,1,0,1,1,2,0,1,0,1,1,1,2,0,1,0,3,3
5067-DGXLL,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
5469-CTCWN,1,0,1,1,1,1,2,1,1,0,0,1,1,1,1,3,1,3,3
9851-QXEEQ,1,0,0,0,1,1,2,0,1,1,0,1,1,0,1,3,1,2,3
6281-FKEWS,0,0,0,0,0,2,1,0,0,1,0,1,1,1,1,3,0,2,2
8898-KASCD,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0,2,0,2,1
9242-TKFSV,1,0,1,1,0,2,1,1,1,1,1,1,1,2,1,1,0,3,3
9290-SHCMB,0,1,0,0,1,0,2,0,0,1,0,1,1,0,1,3,0,1,1
0743-HNPFG,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,2,2
2277-BKJKN,0,1,1,0,1,0,2,0,1,1,0,1,1,2,1,3,0,3,3
9809-IMGCQ,1,1,0,0,1,1,2,0,0,0,0,1,1,0,1,3,1,1,2
5208-HFSBT,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
5035-PGZXH,0,0,0,0,1,1,2,0,1,1,0,1,1,1,1,3,0,3,3
8695-WDYEA,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0
6543-JXSOO,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2,0,1,1
8016-ZMGMO,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,3,3
8605-ITULD,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
3254-YRILK,1,1,0,0,1,1,2,0,1,0,0,1,0,0,1,3,1,1,2
6416-YJTTB,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,1
2667-WYLWJ,0,0,1,1,1,0,0,2,2,2,2,2,2,1,1,2,1,0,0
4472-VESGY,0,0,1,1,1,1,2,1,1,1,0,0,1,0,0,0,0,2,3
3195-TQDZX,1,0,0,0,1,0,0,2,2,2,2,2,2,0,1,3,0,0,0
3128-YOVTD,0,0,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,2,3
0529-ONKER,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,3,1,1,1
1728-CXQBE,1,1,1,0,1,1,2,0,1,1,0,0,1,0,1,3,0,3,3
7041-TXQJH,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,1,0,2,2
5014-GSOUQ,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,2,0,1,0
5724-BIDBU,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,3,0,2,2
0481-SUMCB,0,1,0,0,1,1,2,0,0,1,0,1,1,1,1,0,0,2,3
1769-GRUIK,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,1,1
5240-IJOQT,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,3,1,0,0
8819-WFGGJ,1,0,1,0,0,2,1,1,0,1,0,1,1,2,1,0,0,3,3
7427-AUFPY,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,2,1
2811-POVEX,0,1,1,1,1,0,2,0,1,1,0,0,1,0,1,0,0,1,2
1092-GANHU,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,3,1,1,1
7898-PDWQE,1,0,1,0,1,1,1,1,1,1,1,0,1,2,0,1,0,3,3
9972-EWRJS,0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,0,0,3,1
9314-IJWSQ,0,0,1,1,1,1,2,0,0,0,0,1,0,0,1,3,0,1,1
0661-XEYAN,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,0,0
5799-JRCZO,0,0,0,1,1,0,0,2,2,2,2,2,2,2,0,1,0,3,1
1921-KYSAY,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,3,0,2,2
6198-RTPMF,0,0,1,0,1,1,2,0,0,0,0,1,1,0,0,3,0,1,2
2924-KHUVI,1,0,1,0,1,1,2,1,0,0,0,1,1,1,1,3,0,3,3
1925-GMVBW,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,1,0,0,0
7881-EVUAD,0,0,0,0,0,2,1,1,1,0,0,0,1,0,1,3,1,0,0
6184-DYUOB,0,0,1,0,1,0,0,2,2,2,2,2,2,0,1,2,0,0,0
9207-ZPANB,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,3,0,2,2
5766-XQXMQ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,2
9327-QSDED,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
1656-DRSMG,0,0,0,0,1,1,2,0,1,1,1,1,1,0,1,1,0,3,3
3012-VFFMN,0,0,1,1,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
2984-AFWNC,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,3,0,0,0
0640-YJTPY,1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,0,0,3,2
8096-LOIST,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,0,1,1
9764-REAFF,0,0,1,0,1,0,0,2,2,2,2,2,2,2,0,0,0,3,1
3703-VAVCL,1,0,1,1,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0
7107-UBYKY,0,0,1,1,1,1,0,2,2,2,2,2,2,0,1,3,0,2,1
4881-GQJTW,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,1,0,1,0
8519-QJGJD,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,3,1,1,1
7876-DNYAP,0,0,1,1,1,0,0,2,2,2,2,2,2,2,0,1,0,3,2
7905-NJMXS,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,3,0,0,1
2882-WDTBA,1,0,1,1,1,0,1,1,1,1,1,1,0,2,1,0,0,3,3
2091-GPPIQ,0,0,1,1,1,1,1,0,1,0,1,1,1,2,1,3,0,3,3
6326-MTTXK,1,0,0,0,1,1,2,0,1,0,0,1,1,0,0,3,1,0,1
5071-FBJFS,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0
2796-UUZZO,1,0,1,1,1,0,2,0,1,1,0,0,0,0,1,1,0,3,3
2429-AYKKO,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,3,2
9798-OPFEM,0,0,0,0,1,0,0,2,2,2,2,2,2,2,1,3,0,2,1
0330-IVZHA,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0
3794-NFNCH,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,2,2
5193-QLVZB,1,0,0,0,1,1,2,0,1,1,0,1,1,2,1,0,0,3,3
7114-AEOZE,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,3,1
2886-KEFUM,0,0,1,0,1,1,2,0,1,1,0,1,1,1,1,3,1,3,3
5522-NYKPB,1,0,1,1,1,0,2,0,0,0,1,1,0,0,0,3,0,1,2
4237-RLAQD,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0
9957-YODKZ,1,1,1,0,1,1,2,0,0,1,0,0,0,0,1,3,0,0,1
6518-KZXCB,1,0,0,0,1,1,0,2,2,2,2,2,2,2,0,2,0,1,1
2245-ADZFJ,0,0,1,1,1,1,1,0,1,0,1,1,1,2,0,0,0,2,2
7776-QGYJC,0,0,1,1,1,0,2,0,0,1,1,0,0,0,1,0,0,2,2
9313-QOLTZ,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,1,1
9651-GTSAQ,0,0,1,0,1,0,2,1,1,1,0,1,1,1,1,0,1,2,3
3186-BAXNB,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,3,1,0,0
4672-FOTSD,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,3,0,1,1
0637-YLETY,0,0,0,0,1,1,2,0,1,1,0,0,1,0,1,1,1,1,2
9818-XQCUV,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
7338-ERIVA,1,0,0,1,0,2,1,1,0,0,1,1,0,1,0,0,0,2,2
1157-BQCUW,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,3,1,0,0
8259-NFJTV,0,0,1,1,0,2,1,1,0,0,1,0,0,0,0,2,0,0,0
3223-DWFIO,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0
2660-EMUBI,1,1,0,0,1,1,2,0,0,0,0,1,1,0,1,3,1,1,1
